modelo,covariancia,termo,coef,erro_padrao,estatistica,p,ci95_inf,ci95_sup
P5_Gap_valor_frequencia,HC3,C(uf)[T.PE],0.14743275915391274,0.08874622658439568,1.661284821092731,0.09665625706683496,-0.026506648715333897,0.3213721670231594
P5_Gap_valor_frequencia,HC3,C(uf)[T.PI],0.4060562540654758,0.45697517092552775,0.8885739967952218,0.37423207118183643,-0.48959862277759386,1.3017111309085454
P5_Gap_valor_frequencia,HC3,C(uf)[T.PR],0.2888805542248243,0.10997191559805496,2.6268575267950833,0.008617740796423332,0.07333956034175798,0.5044215481078906
P5_Gap_valor_frequencia,HC3,C(uf)[T.RJ],0.3196913536130275,0.1384396140645252,2.3092476512107494,0.02092984272237871,0.04835469601293335,0.5910280112131217
P5_Gap_valor_frequencia,HC3,C(uf)[T.RS],0.2708868753654497,0.1145487502165721,2.364817379965266,0.018038963533703087,0.046375450466893675,0.4953983002640057
P5_Gap_valor_frequencia,HC3,C(uf)[T.SC],0.235828836127258,0.08211408368373387,2.8719657523740203,0.0040792717289390625,0.07488818948363152,0.3967694827708845
P5_Gap_valor_frequencia,HC3,C(uf)[T.SE],0.21218220043346223,0.10270889145627103,2.0658600966772207,0.03884169160389887,0.01087647228713734,0.4134879285797871
P5_Gap_valor_frequencia,HC3,C(uf)[T.SP],0.16014861710420106,0.08287582418113956,1.9323924520396725,0.05331108496198525,-0.0022850134799062005,0.32258224768830834
P5_Gap_valor_frequencia,HC3,C(uf)[T.TO],0.11285477928006535,0.14184009849385384,0.7956479195828782,0.42623670569882444,-0.16514670533150214,0.39085626389163286
P5_Gap_valor_frequencia,HC3,log_populacao_siconfi,0.018416557467348008,0.007141844937676014,2.578683467375985,0.009917761832156199,0.004418798606333313,0.032414316328362704
P5_Gap_valor_frequencia,HC3,log_despesa_pc,0.0010556699056870375,0.038807879250131454,0.027202463161742126,0.978298251115435,-0.0750063757409499,0.07711771555232397
P5_Gap_valor_frequencia,HC3,log_n_fornecedores,-0.05103670996398866,0.01426889752472226,-3.576780187506608,0.0003478524406391853,-0.07900323521153702,-0.023070184716440303
